,name,coauthors
1923,Philippe Mongeon,Wei Jeng
1926,Philippe Mongeon,Nicolás Robinson-García
1929,Philippe Mongeon,Anabel Quan-Haase
1932,Philippe Mongeon,Christine Brodeur
1935,Philippe Mongeon,Catherine Beaudry
1938,Philippe Mongeon,Juan Pablo Alperin
1941,Philippe Mongeon,Marc-André Simard
1944,Philippe Mongeon,Thed van Leeuwen
1947,Philippe Mongeon,Antoine Archambault
1950,Philippe Mongeon,Ridde
1953,Philippe Mongeon,Márcia R. Ferreira
1956,Philippe Mongeon,Irene Ramos-Vielba
1959,Philippe Mongeon,Kaare Aagaard
1962,Philippe Mongeon,Julien Larregue
1965,Philippe Mongeon,Charles-Antoine Julien
1968,Philippe Mongeon,Andrew Piper
1971,Philippe Mongeon,Paul Wouters
1974,Philippe Mongeon,Clifford Tatum
1977,Philippe Mongeon,J. Anne Beaulieu
1980,Philippe Mongeon,Wolfgang Kaltenbrunner
1983,Philippe Mongeon,Jochem Zuijderwijk
1986,Philippe Mongeon,Duncan Andrew Thomas
1989,Philippe Mongeon,Thomas Franssen
1992,Philippe Mongeon,Jeroen van Honk
1995,Philippe Mongeon,Rongying Zhao
1998,Philippe Mongeon,Alex Rushforth
2001,Philippe Mongeon,Shenmeng Xu
2004,Philippe Mongeon,Marielle St-Germain
2007,Philippe Mongeon,Asubiaro, Toluwase Victor
2010,Philippe Mongeon,Ana Roeschley
2013,Philippe Mongeon,Adrián A. Díaz-Faes
2016,Philippe Mongeon,Amber Matthews
2019,Philippe Mongeon,Heidi Julien
2022,Philippe Mongeon,Asen O. Ivanov
2025,Philippe Mongeon,CA Johnson
2028,Philippe Mongeon,Vinson Li
2031,Philippe Mongeon,Kydra Mayhew
2034,min chen,Li He
2036,min chen,Michael Batty
2038,min chen,Xintao Liu
2040,min chen,Olaf Kolditz
2042,min chen,Milan Konecny
2044,min chen,Chaowei Phil Yang
2046,min chen,John P. Wilson
2048,Christos Tryfonopoulos,Manolis Koubarakis
2053,Christos Tryfonopoulos,Gerhard Weikum
2058,Christos Tryfonopoulos,Paraskevi Raftopoulou
2063,Christos Tryfonopoulos,Stratos Idreos
2068,Christos Tryfonopoulos,Spiros Skiadopoulos
2073,Christos Tryfonopoulos,Thanasis Vergoulis
2078,Christos Tryfonopoulos,Serafeim Chatzopoulos
2083,Christos Tryfonopoulos,Theodore Dalamagas
2088,Christos Tryfonopoulos,Euripides GM Petrakis
2093,Christos Tryfonopoulos,Klaus Berberich
2098,Christos Tryfonopoulos,Matteo Maffei
2103,Christos Tryfonopoulos,Paris Koloveas
2108,Christos Tryfonopoulos,Michael Backes
2113,Christos Tryfonopoulos,Ilias Kanellos
2118,Christos Tryfonopoulos,Giorgos Poulis
2123,Christos Tryfonopoulos,Aris Gkoulalas-Divanis
2128,Christos Tryfonopoulos,Grigorios Loukides, PhD
2133,Christos Tryfonopoulos,Srikanta Bedathur
2138,Christos Tryfonopoulos,Costas Vassilakis
2143,Christos Tryfonopoulos,Vinay Setty
2148,Christos Tryfonopoulos,Harold Molina-Bulla
2153,Christos Tryfonopoulos,Cefn Hoile
2158,Christos Tryfonopoulos,Paul Marrow
2163,Christos Tryfonopoulos,Francisco J. Valverde
2168,Christos Tryfonopoulos,ANGEL NAVIA VAZQUEZ
2173,Christos Tryfonopoulos,Ascension Gallardo-Antolin
2178,Christos Tryfonopoulos,Fang Wang
2183,Christos Tryfonopoulos,Avishek Anand
2188,Christos Tryfonopoulos,Sofia Alevizopoulou
2193,Christos Tryfonopoulos,Krishna P. Gummadi
2198,Christos Tryfonopoulos,Asia J. Biega
2203,Christos Tryfonopoulos,Dragan Milchevski
2208,Christos Tryfonopoulos,Ida Mele
2213,Christos Tryfonopoulos,Nikos Platis
2218,Christos Tryfonopoulos,Ralf Schenkel
2223,Christos Tryfonopoulos,Katja Hose
2228,Christos Tryfonopoulos,Nicholas Kolokotronis
2233,Christos Tryfonopoulos,Jenny Rompa
2238,Christos Tryfonopoulos,George Lepouras
2243,Christos Tryfonopoulos,Dimitrios Michail
2248,Christos Tryfonopoulos,Ioannis Papoutsis
2253,Christos Tryfonopoulos,Dimitrios Skoutas
2258,Christos Tryfonopoulos,Dimitrios Giouroukis
2263,Christos Tryfonopoulos,Yannis Vassiliou
2268,Christos Tryfonopoulos,Stephan Seufert
2273,Christos Tryfonopoulos,Georgiana Ifrim
2278,Christos Tryfonopoulos,Panagiotis Karras
2283,Christos Tryfonopoulos,Josiane Xavier Parreira
2288,Christos Tryfonopoulos,PETER TRIANTAFILLOU
2293,Christos Tryfonopoulos,Thomas Neumann
2298,Nak Cheon Jeong,Joseph Hupp
2301,Nak Cheon Jeong,Omar Farha
2304,Nak Cheon Jeong,Chang Yeon Lee
2307,Nak Cheon Jeong,Amy Sarjeant
2310,Nak Cheon Jeong,Randall Snurr
2313,Nak Cheon Jeong,Ho-Jin Son
2316,Nak Cheon Jeong,Chaiya Prasittichai
2319,Nak Cheon Jeong,SonBinh Nguyen
2322,Marcus Carr,Judith P. KLINMAN
2324,Marcus Carr,Adam Offenbacher
2326,Marcus Carr,Alexander D. Scouras
2328,Marcus Carr,Sharon Hammes-Schiffer
2330,Marcus Carr,James Solomon Fraser
2332,Marcus Carr,Daniil M. Prigozhin
2334,Marcus Carr,Masaki Horitani
2336,Marcus Carr,Tao Yu
2338,Marcus Carr,Alexander Soudackov
2340,Marcus Carr,George Cutsail III
2342,Francisco Palermo,Gustavo Carlo
2345,Francisco Palermo,Chang Su-Russell
2348,Francisco Palermo,Duane Rudy
2351,Dr. Kumar M.R Bhat,Srinivasa Rao Sirasanagandla
2356,Dr. Kumar M.R Bhat,Dr. Satheesha Nayak B
2361,Dr. Kumar M.R Bhat,Vaqar Mustafa Adhami
2366,Dr. Kumar M.R Bhat,Bilal Bin Hafeez, Ph.D
2371,Dr. Kumar M.R Bhat,Gopalan Kutty Nampurath
2376,Dr. Kumar M.R Bhat,Imtiaz A. Siddiqui
2381,Dr. Kumar M.R Bhat,Sushma Prabhath
2386,Dr. Kumar M.R Bhat,Dr. Mohammad Asim
2391,Kevin Ellingwood,Kody Powell
2396,Kevin Ellingwood,Khalid Rashid
2401,Kevin Ellingwood,Seyed Mostafa Safdarnejad
2406,Kevin Ellingwood,Paul Gannon
2411,Kevin Ellingwood,Alceo Macchioni
2416,Aaron Dotson,Karl G. Linden
2420,Aaron Dotson,Bonnie A. Lyon Marion
2424,Aaron Dotson,Fernando L. Rosario-Ortiz
2428,Aaron Dotson,Patrick Hatcher
2432,Orly Liba (Levy),Adam de la Zerda
2436,Orly Liba (Levy),Elliott D. SoRelle
2440,Orly Liba (Levy),Rebecca Dutta
2444,Orly Liba (Levy),Matthew D. Lew
2448,Orly Liba (Levy),Yael Hanein
2452,Orly Liba (Levy),Jon Barron
2456,Orly Liba (Levy),Marc Levoy
2460,Ashutosh Pattnaik,Chita R. Das
2465,Ashutosh Pattnaik,Mahmut Kandemir
2470,Ashutosh Pattnaik,Onur Kayiran
2475,Ashutosh Pattnaik,Adwait Jog
2480,Ashutosh Pattnaik,Xulong Tang
2485,Ashutosh Pattnaik,Onur Mutlu
2490,Ashutosh Pattnaik,Asit Mishra
2495,Ashutosh Pattnaik,Huaipan Jiang
2500,Ashutosh Pattnaik,Anand Sivasubramaniam
2505,Ashutosh Pattnaik,Evgeny Bolotin
2510,Ashutosh Pattnaik,Niladrish Chatterjee
2515,Ashutosh Pattnaik,Steve Keckler
2520,Ashutosh Pattnaik,Sreepathi Pai
2525,Ashutosh Pattnaik,Mohamed Assem Ibrahim
2530,Ashutosh Pattnaik,Gabriel H. Loh
2535,Ashutosh Pattnaik,Rachata Ausavarungnirun
2540,Ashutosh Pattnaik,Joseph L. Greathouse
2545,Ashutosh Pattnaik,Vignesh Adhinarayanan
2550,Ashutosh Pattnaik,Wu Feng
2555,Ashutosh Pattnaik,Indrani Paul
2560,Ashutosh Pattnaik,Wei Huang
2565,Ashutosh Pattnaik,Haibo Zhang
2570,Ashutosh Pattnaik,Shulin Zhao
2575,Ashutosh Pattnaik,Jagadish Kotra
2580,Eyuphan Bulut,Boleslaw Szymanski
2582,Eyuphan Bulut,zijian wang
2584,Eyuphan Bulut,Ismail Guvenc
2586,Eyuphan Bulut,Kemal Akkaya
2588,Eyuphan Bulut,Fatih Yucel
2590,Eyuphan Bulut,Aashish Dhungana
2592,Eyuphan Bulut,Sahin Cem Geyik
2594,Eyuphan Bulut,Steven M. Hernandez
2596,Eyuphan Bulut,Mithat John Kisacikoglu
2598,Eyuphan Bulut,mumin cebe
2600,Eyuphan Bulut,Selcuk Uluagac
2602,Eyuphan Bulut,Enes Erdin
2604,Eyuphan Bulut,Ibrahim Korpeoglu
2606,Eyuphan Bulut,Moin Chowdhury
2608,Eyuphan Bulut,Murat Yuksel
2610,Eyuphan Bulut,Tomasz Arodz
2612,Eyuphan Bulut,Tolga Capin
2614,Eyuphan Bulut,Mehmet  Eren Ahsen
2616,Eyuphan Bulut,Xiaoyan Lu
2618,Eyuphan Bulut,Arupjyoti Bhuyan
2620,Eyuphan Bulut,Laurent Njilla
2622,Eyuphan Bulut,Abbe Mowshowitz
2624,Jacob Scott (he/him),Javier F. Torres-Roca
2629,Jacob Scott (he/him),Alexander RA Anderson
2634,Jacob Scott (he/him),David Basanta
2639,Jacob Scott (he/him),Andrew Dhawan
2644,Jacob Scott (he/him),Steven Eschrich
2649,Jacob Scott (he/him),Kamran Ahmed
2654,Jacob Scott (he/him),Andriy Marusyk
2659,Jacob Scott (he/him),Jessica Scarborough
2664,Jacob Scott (he/him),Philip Maini
2669,Jacob Scott (he/him),Daniel Nichol
2674,Jacob Scott (he/him),Kattan, Michael W
2679,Jacob Scott (he/him),Alexander G Fletcher
2684,Jacob Scott (he/him),Artem Kaznatcheev
2689,Jacob Scott (he/him),Nikhil Krishnan
2694,Jacob Scott (he/him),Russell C. Rockne
2699,Jacob Scott (he/him),Peter Jeavons
2704,Jacob Scott (he/him),Lawrence Hall
2709,Jacob Scott (he/him),Dmitry Goldgof
2714,Jacob Scott (he/him),Kristin R. Swanson
2719,Jacob Scott (he/him),Michael Vogelbaum MD, PhD
2724,Jacob Scott (he/him),Philip Gerlee
2729,Jacob Scott (he/him),Leonid Mirny
2734,Jacob Scott (he/him),Christopher D McFarland
2739,Jacob Scott (he/him),Heiko Enderling
2744,Jacob Scott (he/him),Pascale Fabbro
2749,Jacob Scott (he/him),Steven H. Strogatz
2754,Jacob Scott (he/him),Peter Kuhn
2759,Jacob Scott (he/him),Antonie J. (Ton) van den Bogert
2764,Jacob Scott (he/him),Michael Hinczewski
2769,Jacob Scott (he/him),Conor Lynch
2774,Jacob Scott (he/him),Thomas Woolley
2779,Jacob Scott (he/him),Clifford D. Packer
2784,Jacob Scott (he/him),Peter Canoll
2789,Jacob Scott (he/him),Trevor A Graham
2794,Shuyi Xie,Timothy P. Lodge
2799,Shuyi Xie,Frank S Bates
2804,Shuyi Xie,Robert J. Hickey
2809,Shuyi Xie,Matthew T. Irwin
2814,Shuyi Xie,Rachel Segalman
2819,Shuyi Xie,Bo Zhang
2824,Shuyi Xie,En Wang
2829,Shuyi Xie,Qile P. Chen, Ph.D.
2834,Shuyi Xie,J. Ilja Siepmann
2839,Shuyi Xie,Reza Foudazi
2844,Shuyi Xie,Kunlun Hong
2849,Shuyi Xie,Lilin He
2854,Shuyi Xie,Aaron P Lindsay
2859,Shuyi Xie,Dan Zhao
2864,Shuyi Xie,Jimin Shim
2869,Shuyi Xie,Zhengyuan Shen
2874,Ishan Misra,Armand Joulin
2876,Ishan Misra,martial hebert
2878,Ishan Misra,Abhinav Gupta
2880,Ishan Misra,C. Lawrence Zitnick
2882,Ishan Misra,Abhinav Shrivastava
2884,Ishan Misra,Margaret Mitchell
2886,Ishan Misra,Ross Girshick
2888,Ishan Misra,Yann LeCun
2890,Ishan Misra,Pushmeet Kohli
2892,Ishan Misra,Devi Parikh
2894,Ishan Misra,Xinlei Chen
2896,John Pitlick,Erich R Mueller
2898,John Pitlick,Peter Wilcock
2900,John Pitlick,Catalina Segura
2902,John Pitlick,Bradford P. Wilcox
2904,John Pitlick,alain recking
2906,John Pitlick,Mark Schmeeckle
2908,John Pitlick,Jon Major
2910,Kevin A Parker,John G Ewen
2915,Kevin A Parker,Dianne H Brunton
2920,Kevin A Parker,Philip J. Seddon
2925,Kevin A Parker,Kate M. Richardson
2930,Kevin A Parker,Ian G. Jamieson
2935,Kevin A Parker,Mark E. Hauber
2940,Kevin A Parker,Molly J. Dickens
2945,Kevin A Parker,Sarrazin Francois
2950,Kevin A Parker,William J. Sutherland
2955,Kevin A Parker,Stuart Butchart
2960,Kevin A Parker,James Nichols
2965,Kevin A Parker,Rose Thorogood
2970,Kevin A Parker,Rohan Clarke
2975,Kevin A Parker,Marti Jane Anderson
2980,Kevin A Parker,Matt J Rayner
2985,Kevin A Parker,Mark Farnworth
2990,Kevin A Parker,Branislav Igic
2995,Kevin A Parker,BJ Gill
3000,Kevin A Parker,Samuel D. Hill
3005,Kevin A Parker,Weihong Ji
3010,Kevin A Parker,Christophe Amiot
3015,Kevin A Parker,Paul Scofield
3020,Kevin A Parker,W. Chris Funk
3025,Kevin A Parker,T. Scott Sillett
3030,Klinton Bicknell,Roger Levy
3035,Klinton Bicknell,Keith Rayner
3040,Klinton Bicknell,Timothy Slattery
3045,Klinton Bicknell,Elizabeth Schotter
3050,Klinton Bicknell,Ken McRae
3055,Klinton Bicknell,Jeffrey L. Elman
3060,Klinton Bicknell,Marta Kutas
3065,Klinton Bicknell,Adam Goodkind
3070,Klinton Bicknell,Bernhard Angele
3075,Klinton Bicknell,Xingshan Li
3080,Klinton Bicknell,Wei Wei
3085,Klinton Bicknell,Ian P Howard
3090,Klinton Bicknell,Michael K Tanenhaus
3095,Klinton Bicknell,Thomas A. Farmer
3100,Klinton Bicknell,Bozena Pajak
3105,Klinton Bicknell,Vera Demberg
3110,Klinton Bicknell,Will Monroe
3115,Klinton Bicknell,Burr Settles
3120,Klinton Bicknell,Stephen Mayhew
3125,Klinton Bicknell,Christopher Brust
3130,Klinton Bicknell,Nicole Mirea
3135,Klinton Bicknell,Shaorong Yan
3140,Klinton Bicknell,Yunyan Duan
3145,Klinton Bicknell,Molly Losh
3150,Klinton Bicknell,Gabriel Doyle
3155,Klinton Bicknell,hannah rohde
3160,Klinton Bicknell,Tina M. Grieco-Calub
3165,Klinton Bicknell,Katherine Simeon
3170,Klinton Bicknell,Joseph Jay Williams
3175,Klinton Bicknell,J Derek Lomas PhD
3180,Klinton Bicknell,Neil Heffernan
3185,Klinton Bicknell,Steve Ritter
3190,Klinton Bicknell,Nathaniel J. Smith
3195,Klinton Bicknell,Suzanne Dikker
3200,Klinton Bicknell,Ann Bradlow
3205,Klinton Bicknell,Alex B. Fine
3210,Klinton Bicknell,Tim Florian Jaeger
3215,Pengfei Xue,Robert C Beardsley
3219,Pengfei Xue,Geoffrey W. Cowles
3223,Pengfei Xue,Elfatih A B Eltahir
3227,Pengfei Xue,Paola Malanotte-Rizzoli
3231,Pengfei Xue,Gangfeng Ma
3235,Pengfei Xue,Jeremy Pal
3239,Pengfei Xue,Philip Chu - NOAA Federal
3243,Pengfei Xue,David J. Schwab
3247,Pengfei Xue,Rubao Ji
3251,Pengfei Xue,Eric J. Anderson
3255,Pengfei Xue,David Watkins
3259,Pengfei Xue,Xianming Shi, PhD, PE, F. ASCE
3263,Pengfei Xue,Zhaohui Wang
3267,Pengfei Xue,XU DANYA
3271,Sinan Yıldırım,Sumeetpal Sidhu Singh
3273,Sinan Yıldırım,Ali Taylan Cemgil
3275,Sinan Yıldırım,Arnaud Doucet
3277,Sinan Yıldırım,Christophe Andrieu
3279,Sinan Yıldırım,Tolga Tasdizen
3281,Sinan Yıldırım,Mujdat Cetin
3283,Sinan Yıldırım,Ertunc Erdil
3285,Sinan Yıldırım,Nicolas Chopin
3287,Sinan Yıldırım,Ayşın Baytan Ertüzün
3289,Sinan Yıldırım,Umut Simsekli
3291,Sinan Yıldırım,Mehmet Burak Kurutmaz
3293,Sinan Yıldırım,Ahmet Onat
3295,Sinan Yıldırım,Mustafa Aktar
3297,Sinan Yıldırım,Ajay Jasra
3299,Sinan Yıldırım,Yaman Özakın
3301,Sinan Yıldırım,Deniz Gencaga
3303,Sinan Yıldırım,Beyza Ermiş
3305,Sinan Yıldırım,Ilker Birbil
3307,Sinan Yıldırım,Ercan Engin Kuruoglu, PhD Cantab, Prof
3309,Sinan Yıldırım,Kamer Kaya
3311,Sinan Yıldırım,Nurdan Kuru
3313,Sinan Yıldırım,Mert Gürbüzbalaban
3315,Sinan Yıldırım,Murat Saraclar
3317,Sinan Yıldırım,Anes Abdennebi
3319,Sinan Yıldırım,Fatih Taşyaran
3321,Sinan Yıldırım,Erdinc Ozturk
3323,Sinan Yıldırım,Ozan Aksoy
3325,Sinan Yıldırım,M. Hakan Akyüz
3327,Sinan Yıldırım,Kaya Gökalp
3329,Ana Rey,Riccardo Valentini
3334,Ana Rey,Paolo De Angelis
3339,Ana Rey,Craig Barton
3344,Ana Rey,Belinda Medlyn
3349,Ana Rey,Reinhart Ceulemans
3354,Ana Rey,Cecilio Oyonarte
3359,Ana Rey,Fernando T. Maestre (ORCID: 0000-0002-7434-4856)
3364,Ana Rey,Dario Papale
3369,Ana Rey,Yadvinder Malhi
3374,Ana Rey,Luca Belelli Marchesini
3379,Ana Rey,Joseph Craine
3384,Ana Rey,Greg A. Barron-Gafford
3389,Ana Rey,Marco Borghetti
3394,Ana Rey,Yiqi Luo
3399,Ana Rey,Giuseppe Etiope
3404,Ana Rey,Markus Reichstein
3409,Ana Rey,Claire Chenu
3414,Ana Rey,Daniel Epron
3419,Ana Rey,Lisa Wingate
3424,Ana Rey,Franco Miglietta
3429,Ana Rey,Pereira JS
3434,Ana Rey,Kevin L. Griffin
3439,Ana Rey,Richard Norby
3444,Ana Rey,David Tissue
3449,Ana Rey,Christopher B. Field
3454,Ana Rey,Russell Monson
3459,Ana Rey,Peter Reich
3464,Ana Rey,Alex Guenther
3469,Ana Rey,Michael Freeman
3474,Gábor Horváth,Miklos Telek
3477,Gábor Horváth,Andras Horvath
3480,Gábor Horváth,Illés Antal Horváth
3483,Gábor Horváth,Peter Buchholz
3486,Gábor Horváth,Benny Van Houdt
3489,Gábor Horváth,Sandor Racz
3492,Gábor Horváth,Salah Al-Deen Almousa
3495,Gábor Horváth,Dhari Ali Mahmood
3498,Gábor Horváth,Aron Laszka
3501,Gábor Horváth,Mark Felegyhazi
3504,Gábor Horváth,Levente Buttyan
3507,Gábor Horváth,Katinka Wolter
3510,Gábor Horváth,Hiroyuki Okamura
3513,Gábor Horváth,Edith Kovács
3516,Gábor Horváth,Falko Bause
3519,Gábor Horváth,Ömer Gürsoy
3522,Gábor Horváth,Nail Akar
3525,Gábor Horváth,Roland Molontay
3528,Gábor Horváth,Sándor Kolumbán
3531,Gábor Horváth,Marton Balazs
3534,Gábor Horváth,Qi-Ming He
3537,Gábor Horváth,Karoly Farkas
3540,Milind Rao,Tara Javidi
3545,Milind Rao,Nariman Farsad
3550,Milind Rao,Anirudh Raju
3555,Milind Rao,F. Javier López Martínez
3560,Milind Rao,Ariya Rastrow
3565,Milind Rao,Yonina Eldar
3570,Milind Rao,Prof. Mohamed-Slim Alouini
3575,Milind Rao,Mainak Chowdhury
3580,Milind Rao,Tsachy Weissman
3585,Milind Rao,Mikel Hernaez
3590,Milind Rao,idoia ochoa
3595,Milind Rao,Greg Malysa
3600,Milind Rao,stefano rini
3605,Milind Rao,Jasha Droppo
3610,Milind Rao,Yue Zhao
3615,Milind Rao,Alon Kipnis
3620,Milind Rao,Andreas Stolcke
3625,Milind Rao,Rajarshi Saha
3630,Milind Rao,Ariel Ketcherside
3635,Milind Rao,Shikha Prashad
3640,Milind Rao,Stephen Ragain
3645,Milind Rao,Francesca Mapua Filbey
3650,Milind Rao,Deniz Gunduz
3655,Milind Rao,Andrea Goldsmith
3660,Milind Rao,YONATHAN MURIN
3665,Dr. Peter Mooney,Edgar Galvan
3670,Dr. Peter Mooney,Afra Mashhadi
3675,Hai Liu,Paul Hudak
3678,Hai Liu,Todd A. Anderson
3681,Hai Liu,Jia Wang
3684,Hai Liu,Alexandre Gerber
3687,Hai Liu,Raj Barik
3690,Hai Liu,Y. Richard Yang
3693,Jonny Wray,Gary Green
3697,Jonny Wray,Michele Rucci
3701,Jonny Wray,Giulio Tononi
3705,Jonny Wray,Olaf Sporns
3709,Jonny Wray,Charlotte Deane
3713,Jonny Wray,a yakovlev
3717,Jonny Wray,Gesine Reinert
3721,Jonny Wray,Lyuba V. Bozhilova
3725,Jonny Wray,Ghaith Tarawneh
3729,Jonny Wray,Alessandro De Gennaro
3733,Jonny Wray,Georgy Lukyanov
3737,Jonny Wray,Andrey Mokhov
3741,Jonny Wray,Dr Terrence Mak
3745,Jonny Wray,Alice C. Schwarze
3749,Jonny Wray,Mason Porter
3753,Jonny Wray,Paul Verschure
3757,Frédéric Abergel,Anirban Chakraborti
3760,Frédéric Abergel,Roger M. Temam
3763,Frédéric Abergel,Marco Patriarca
3766,Frédéric Abergel,charles-albert lehalle
3769,Frédéric Abergel,Eric Moulines
3772,Frédéric Abergel,François ROUEFF
3775,Frédéric Abergel,Danielle Hilhorst
3778,Kearsley M. Dillon,John B. Matson
3779,Kearsley M. Dillon,Chadwick Powell
3780,Kearsley M. Dillon,Yin  Wang
3781,Shengjie Ling,Jin Guo
3784,Shengjie Ling,Jozef Adamcik
3787,Shengjie Ling,Chun-Teh Chen
3790,Shengjie Ling,Francisco J. Martin-Martinez
3793,Shengjie Ling,Joyce Y. Wong
3796,Shengjie Ling,Heyi Liang
3799,Shengjie Ling,Cristian Staii
3802,Shengjie Ling,Olena Rabotyagova Tokareva
3805,Liqiang Lu,Yun (Eric) Liang
3808,Liqiang Lu,Shengen Yan
3811,Lee DeVille,Eric Vanden-Eijnden
3814,Lee DeVille,Jared Bronski
3817,Lee DeVille,Shinya Ito
3820,Lee DeVille,Sairaj Dhople
3823,Lee DeVille,Alejandro Dominguez-Garcia
3826,Lee DeVille,Krešimir Josić
3829,Lee DeVille,Thomas Butler
3832,Lee DeVille,Braden AW Brinkman
3835,Lee DeVille,Masanori Shimono
3838,Lee DeVille,Cyrill Muratov
3841,Lee DeVille,Anthony Harkin
3844,Lee DeVille,Matt Holzer
3847,Lee DeVille,Matthew West
3850,Lee DeVille,Y. Christine Chen
3853,Lee DeVille,Moon Jip Park
3856,Lee DeVille,Zoi Rapti
3859,Lee DeVille,Clarence Eugene Wayne
3862,Lee DeVille,Mónica Moreno Rocha
3865,Lee DeVille,Robert Devaney
3868,Lee DeVille,Thomas Carty
3871,Lee DeVille,Bard Ermentrout
3874,Lee DeVille,N. Sri Namachchivaya
3877,Lee DeVille,Tommaso Biancalani
3880,Lee DeVille,Nigel Goldenfeld
3883,Lee DeVille,Sayan Mitra
3886,Lee DeVille,Paul A Milewski
3889,Lee DeVille,Yi Zeng
3892,Lee DeVille,yuliy baryshnikov
3895,Lee DeVille,Todd Coleman
3898,Michael Ridley,Lev Kantorovich
3901,Michael Ridley,Emanuel Gull
3904,Michael Ridley,Guy Cohen
3907,Michael Ridley,Riku Tuovinen
3910,Michael Ridley,Michael Galperin
3913,Michael Ridley,Michael Sentef
3916,Michael Ridley,Robert van Leeuwen
3919,Michael Ridley,Shrobona Bagchi
3922,Michael Ridley,Lev Vaidman
3925,Michael Ridley,Yakir Aharonov
3928,Michael Ridley,Justin Dressel
3931,Michael Ridley,N. Walter Talarico
3934,Michael Ridley,Viveka Nand Singh
3937,Michael Ridley,Gregory M. Reznik
3940,Michael Ridley,Daniel Karlsson
3943,Michael Ridley,Nicola Lo Gullo
3946,George H. Allen,Tamlin Pavelsky
3949,George H. Allen,Xiao Yang
3952,George H. Allen,Dai Yamazaki
3955,George H. Allen,Peirong Lin
3958,George H. Allen,Paul Bates
3961,George H. Allen,Michael Durand
3964,George H. Allen,Renato Prata de Moraes Frasson
3967,George H. Allen,Konstantinos Andreadis
3970,George H. Allen,Margaret Zimmer
3973,George H. Allen,Colin J Gleason
3976,George H. Allen,Corey A. Krabbenhoft
3979,George H. Allen,Sarah E. Godsey
3982,George H. Allen,Margaret shanafield
3985,George H. Allen,John Hammond
3988,George H. Allen,Eric F Wood
3991,George H. Allen,Ryan M. Burrows
3994,George H. Allen,Daniel Allen
3997,George H. Allen,Walter Dodds
4000,George H. Allen,Datry Thibault
4003,George H. Allen,Julian D. Olden
4006,George H. Allen,C. Nathan Jones
4009,George H. Allen,Katie H. Costigan
4012,George H. Allen,Peter A Raymond
4015,George H. Allen,Adam Ward
4018,George H. Allen,Meryl C. Mims
4021,George H. Allen,Eric Barefoot
4024,George H. Allen,Kate Boersma
4027,George H. Allen,Guy Schumann
4030,George H. Allen,John Melack
4033,George H. Allen,Bridget Deemer
4036,George H. Allen,Meredith A. Holgerson
4039,George H. Allen,Judith A. Rosentreter
4042,George H. Allen,Chunlin Song
4045,George H. Allen,Carlos M. Duarte
4048,George H. Allen,Tom Ian Battin
4051,George H. Allen,Benjamin Poulter
4054,George H. Allen,Hylke E. Beck
4057,George H. Allen,Laurence C. Smith
4060,George H. Allen,Alberto V Borges
4063,George H. Allen,Kendra Kaiser
4066,George H. Allen,Giuseppe Amatulli
4069,George H. Allen,Rodrigo CD Paiva
4072,George H. Allen,Stephanie Kampf
4075,George H. Allen,Sam Zipper
4078,George H. Allen,Adam N. Price
4081,George H. Allen,JS Famiglietti
4084,George H. Allen,Jida Wang
4087,George H. Allen,Md Safat Sikder
4090,George H. Allen,Lincoln H Pitcher
4093,George H. Allen,David Butman
4096,George H. Allen,Mark A. Fonstad
4099,George H. Allen,Ken Fritz
4102,George H. Allen,David Olefeldt
4105,George H. Allen,Arik Tashie
4108,George H. Allen,Gennadii Donchyts
4111,George H. Allen,Joanna Blaszczak
4114,George H. Allen,Michelle H. Busch
4117,George H. Allen,Yeosang Yoon
4120,George H. Allen,Hyongki Lee
4123,George H. Allen,Faisal Hossain
4126,George H. Allen,CK Shum
4129,George H. Allen,Amy J. Burgin
4132,George H. Allen,Robert Brakenridge
4135,George H. Allen,Emmanouil Anagnostou
4138,George H. Allen,Xinyi Shen
4141,George H. Allen,Alberto Bellin
4144,George H. Allen,Daniele Tonina
4147,George H. Allen,Alessandra Marzadri
4150,George H. Allen,Zhenzhong Zeng
4153,George H. Allen,Dongmei Feng
4156,George H. Allen,Yongwei Sheng
4159,George H. Allen,Michael Lamb
4162,George H. Allen,YUANYUAN JIA
4165,George H. Allen,Huilin Gao
4168,George H. Allen,Brian McGlynn
4171,George H. Allen,Michael T. Bogan
4174,George H. Allen,Fangfang Yao
4177,George H. Allen,Yoshihide Wada
4180,George H. Allen,Chunqiao SONG
4183,George H. Allen,Sarah Cooley
4186,George H. Allen,John R. Gardner
4189,George H. Allen,Matthew RV Ross
4192,George H. Allen,Yuta Ishitsuka
4195,George H. Allen,Aote Xin
4198,George H. Allen,Angelica Tarpanelli
4201,George H. Allen,Catherine Kuhn
4204,George H. Allen,Amanda Gay DelVecchia
4207,George H. Allen,Jacob Hosen
4210,George H. Allen,Ryan Riggs
4213,George H. Allen,E James Nelson
4216,George H. Allen,Yao Li
4219,George H. Allen,Zhe Zhang
4222,George H. Allen,Pascal Matte
4225,George H. Allen,Kelly Aho
4228,George H. Allen,Craig Brinkerhoff
4231,George H. Allen,İnci Güneralp
4234,George H. Allen,Amy Woodget
4237,George H. Allen,Daniel Selva
4240,George H. Allen,Mohammad J. Tourian
