,name,coauthors
93342,Daniel Sadoc Menasche,Luis Henrique MK Costa
93347,Daniel Sadoc Menasche,Marcelo Dias de Amorim
93352,Daniel Sadoc Menasche,Didier Augusto Vega-Oliveros
93357,Daniel Sadoc Menasche,Tiago Carvalho, Ph.D.
93362,Daniel Sadoc Menasche,Luciana R. Londe
93367,Daniel Sadoc Menasche,Leonardo Bacelar Lima Santos
93372,Daniel Sadoc Menasche,Jennifer Rexford
93377,Daniel Sadoc Menasche,Gábor Rétvári
93382,Daniel Sadoc Menasche,Ariel Kulik
93387,Daniel Sadoc Menasche,Mark Shifrin
93392,Daniel Sadoc Menasche,Ricardo Britto
93397,Daniel Sadoc Menasche,Gabriela Jacques da Silva
93402,Daniel Sadoc Menasche,Javier Alonso
93407,Daniel Sadoc Menasche,Massimo De Gregorio
93412,Daniel Sadoc Menasche,Vasileios Kotronis
93417,Daniel Sadoc Menasche,Antônio Abelém
93422,Daniel Sadoc Menasche,Asaf Cohen
93427,Daniel Sadoc Menasche,Kyoung-Don (KD) Kang
93432,Daniel Sadoc Menasche,Sidney Cunha de Lucena
93437,Daniel Sadoc Menasche,Fernando Silveira
93442,Daniel Sadoc Menasche,Artur Ziviani
93447,Daniel Sadoc Menasche,Helder Luiz Palmieri Caldas
93452,Daniel Sadoc Menasche,naresh modina
93457,Daniel Sadoc Menasche,Claudio Miceli de Farias
93462,Daniel Sadoc Menasche,Carlos Alberto Vieira Campos
93467,Daniel Sadoc Menasche,Diego Abreu
93472,Daniel Sadoc Menasche,Katinka Wolter
93477,Daniel Sadoc Menasche,Geraldo Xexeo
93482,Daniel Sadoc Menasche,Eduardo Vera Sousa
93487,Daniel Sadoc Menasche,Tiago Salviano Calmon
93492,Daniel Sadoc Menasche,Essaid Sabir
93497,Daniel Sadoc Menasche,Tiago cruz de França
93502,Daniel Sadoc Menasche,Jonice Oliveira
93507,Daniel Sadoc Menasche,Claudia Lage Rebello da Motta
93512,Daniel Sadoc Menasche,Ítalo Cunha
93517,Daniel Sadoc Menasche,Samir M. Perlaza
93522,Daniel Sadoc Menasche,Ana Paula Couto da Silva
93527,Daniel Sadoc Menasche,brun olivier
93532,Daniel Sadoc Menasche,Ahmed EL OUADRHIRI
93537,Daniel Sadoc Menasche,Nuno Antunes
93542,Daniel Sadoc Menasche,Marco Vieira
93547,Daniel Sadoc Menasche,Charles F. Gonçalves
93552,Daniel Sadoc Menasche,Yu-Zhen Janice CHEN
93557,Daniel Sadoc Menasche,Fabio Porto
93562,Daniel Sadoc Menasche,Nahum Shimkin
93567,Daniel Sadoc Menasche,gerson zaverucha
93572,Daniel Sadoc Menasche,Ricardo M. Czekster
93577,Daniel Sadoc Menasche,Celso Barbosa Carvalho
93582,Daniel Sadoc Menasche,GJM Smit
93592,Joshua Cosman,Shaun P. Vecera
93597,Joshua Cosman,Arthur Kramer
93602,Joshua Cosman,Geoffrey F Woodman
93607,Joshua Cosman,Jeffrey D Schall
93612,Joshua Cosman,Hyunkyu Lee
93617,Joshua Cosman,wolf zinke
93622,Joshua Cosman,Edward McAuley
93627,Joshua Cosman,Michelle Voss
93632,Joshua Cosman,Zachary JJ Roper
93637,Joshua Cosman,Daniel Vatterott
93642,Joshua Cosman,Susan Aguiñaga
93647,Joshua Cosman,Diane Ehlers
93652,Joshua Cosman,Chandramallika Basak
93657,Joshua Cosman,TA Salthouse
93662,Joshua Cosman,Robert MG Reinhart
93667,Joshua Cosman,Keisuke Fukuda
93672,Joshua Cosman,Sean Mullen
93677,Joshua Cosman,Michi Matsukura
93682,Joshua Cosman,Martin Pare
93687,Joshua Cosman,Pierre Pouget
93692,Joshua Cosman,Elizabeth Salerno (Awick)
93697,Joshua Cosman,Jason Fanning
93702,Joshua Cosman,Nicholas Gaspelin
93707,Joshua Cosman,Eric Ruthruff
93712,Joshua Cosman,Julianna Ianni
93717,Joshua Cosman,Jason Arita
93722,Joshua Cosman,Jenny (Jiyeon) Lee, PhD
93727,Joshua Cosman,Gregory B. Lee
93732,William French,Peter T. Cummings
93736,William French,Christopher R. Iacovella
93740,William French,Ivan Rungger
93744,William French,Stefano Sanvito
93748,William French,Kalman Varga
93752,William French,Cody Goodwin
93756,William French,David L. Tabb
93760,William French,Paul R. C. Kent
93764,Malkanthi K. Karunananda,Keary M. Engle
93768,Malkanthi K. Karunananda,Peng Liu
93772,Malkanthi K. Karunananda,De-Wei Gao
93776,Malkanthi K. Karunananda,Sharareh Bagherzadeh
93780,Malkanthi K. Karunananda,Upul Jayarathne
93784,Malkanthi K. Karunananda,Francisco X. Vázquez
93788,Malkanthi K. Karunananda,Esen Ercan Alp
93792,Malkanthi K. Karunananda,Wenli Bi
93796,Vikas Nanda,William DeGrado
93797,Vikas Nanda,Douglas H. Pike
93798,Vikas Nanda,Fei Xu
93799,Vikas Nanda,Paul Falkowski
93800,Vikas Nanda,Avanish Parmar
93801,Vikas Nanda,Ronald Koder
93802,Vikas Nanda,Jeffery G Saven
93803,Vikas Nanda,Dror Noy
93804,Vikas Nanda,Michael J. Therien
93805,Vikas Nanda,Saroj Poudel
93806,Vikas Nanda,Hagai Raanan
93807,Vikas Nanda,Renhao Li
93808,Vikas Nanda,Wolfgang Lubitz
93809,Vikas Nanda,Agustina Rodriguez-Granillo
93810,Vikas Nanda,Prof. Dr. Luigi F. Di Costanzo (Rutgers, UPenn, Trieste, Federico II)
93811,Vikas Nanda,Sohail Zahid
93812,Vikas Nanda,JOSE JAMES
93813,Vikas Nanda,Alessandro Senes
93814,Vikas Nanda,John Kim
93815,Vikas Nanda,Nathan Yee
93816,Vikas Nanda,Kenneth McGuinness
93817,Vikas Nanda,Feng Gai
93818,Vikas Nanda,Joanna Maria Grzyb
93819,Vikas Nanda,Peter Lobel
93820,Vikas Nanda,Gaetano T Montelione, Constellation Chair in Structural Bioinformatics
93821,Vikas Nanda,N. Sanjeeva Murthy
93822,Vikas Nanda,Robin Walters
93823,Vikas Nanda,Jonathan (Joff) Silberg
93824,Vikas Nanda,Artur Osyczka
93825,Vikas Nanda,James A. Stapleton
93826,Vikas Nanda,Matthew J. Tucker
93827,Vikas Nanda,Karunakar Kar
93828,Vikas Nanda,Jie Liang
93829,Vikas Nanda,Raymond Tu
93830,Vikas Nanda,Ann Schmiedekamp
93831,Vikas Nanda,Joshua Mancini
93832,Vikas Nanda,Patrick Nosker
93833,Vikas Nanda,Mihir Joshi
93834,Vikas Nanda,Andrew Mutter
93835,Vikas Nanda,Bo Li
93836,Vikas Nanda,Yana Bromberg
93837,Vikas Nanda,Piotr Piotrowiak
93838,Vikas Nanda,Ofer M. Shir
93839,Vikas Nanda,Meenakshi Dutt
93840,Vikas Nanda,David A Case
93841,Vikas Nanda,Timothy A. Whitehead
93842,Vikas Nanda,George N. Bennett
93843,Vikas Nanda,Sagar Khare
93844,Vikas Nanda,Tara Cox Matise
93845,Vikas Nanda,Shashank Kosuri
93846,Vikas Nanda,Rahul Upadhya
93847,Vikas Nanda,Adam Gormley
93848,Vikas Nanda,Jean Baum
93849,Vikas Nanda,Chitra Narayanan
93850,Vikas Nanda,Rong Di
93851,Vikas Nanda,Na Cai
93852,Vikas Nanda,Loren W. Runnels
93853,Vikas Nanda,Eli Moore
93854,Vikas Nanda,Wilma Olson
93855,Vikas Nanda,James Sturgis
93856,Vikas Nanda,Raoul Frese
93857,Vikas Nanda,Kamil Woronowicz
93858,Vikas Nanda,Steven O. Smith
93859,Vikas Nanda,Dmitri Toptygin
93860,Vikas Nanda,Alexei M Tyryshkin
93861,Vikas Nanda,Qingrong Huang
93862,Deborah A Kerr,Richard  L Prince
93867,Deborah A Kerr,Edward Delp
93872,Deborah A Kerr,Fengqing Maggie Zhu
93877,Deborah A Kerr,Satvinder Singh Dhaliwal
93882,Deborah A Kerr,Solah
93887,Deborah A Kerr,jonine jancey
93892,Deborah A Kerr,Marc Bosch Ruiz
93897,Shubhayu Chatterjee,Subir Sachdev
93898,Shubhayu Chatterjee,Mathias S. Scheurer
93899,Shubhayu Chatterjee,Michael P Zaletel
93900,Shubhayu Chatterjee,Nick Bultinck
93901,Shubhayu Chatterjee,Norman Yao
93902,Shubhayu Chatterjee,Antoine Georges
93903,Shubhayu Chatterjee,Ashvin Vishwanath
93904,Shubhayu Chatterjee,Satcher Hsieh
93905,Shubhayu Chatterjee,Eslam Khalaf
93906,Shubhayu Chatterjee,Erez Berg
93907,Shubhayu Chatterjee,Wéi Wú  ( 吳爲 )
93908,Shubhayu Chatterjee,Michel Ferrero
93909,Shubhayu Chatterjee,Rhine Samajdar
93910,Shubhayu Chatterjee,Eugene Demler
93911,Shubhayu Chatterjee,Shang Liu (刘尚)
93912,Shubhayu Chatterjee,Cenke Xu
93913,Shubhayu Chatterjee,Haoyu Guo
93914,Shubhayu Chatterjee,Alex Thomson
93915,Shubhayu Chatterjee,Julia Steinberg
93916,Shubhayu Chatterjee,Chong Zu
93917,Shubhayu Chatterjee,Francisco Machado
93918,Shubhayu Chatterjee,Viktor Struzhkin
93919,Shubhayu Chatterjee,Valery Levitas
93920,Shubhayu Chatterjee,Nicholas Rui
93921,Shubhayu Chatterjee,Soonwon Choi
93922,Shubhayu Chatterjee,Joel E. MOORE
93923,Shubhayu Chatterjee,Prabudhya Bhattacharyya
93924,Shubhayu Chatterjee,mehdi kamrani
93925,Shubhayu Chatterjee,Joaquin Rodriguez-Nieva
93926,Shubhayu Chatterjee,Matteo Ippoliti
93927,Shubhayu Chatterjee,Sid Morampudi
93928,Shubhayu Chatterjee,Pavel Dolgirev
93929,Shubhayu Chatterjee,Ilya Esterlis
93930,Shubhayu Chatterjee,Yoni Schattner
93931,Shubhayu Chatterjee,Rahul Sahay
93932,Shubhayu Chatterjee,Taige Wang
93933,Shubhayu Chatterjee,Frank Pollmann
93934,Shubhayu Chatterjee,Tomohiro Soejima
93935,Shubhayu Chatterjee,Eric Parsonnet
93936,Shubhayu Chatterjee,R. RAMESH
93937,Shubhayu Chatterjee,Lane W. Martin
93938,Shubhayu Chatterjee,Da-Chuan Lu (鹿大川)
93939,Shubhayu Chatterjee,Narayan Banerjee
93940,Shubhayu Chatterjee,Yi-Zhuang You (尤亦庄)
93941,David I. August,Neil Vachharajani
93942,David I. August,Guilherme Ottoni
93943,David I. August,George A. Reis
93944,David I. August,Jonathan Chang
93945,David I. August,Scott Mahlke
93946,David I. August,Thomas B. Jablin
93947,David I. August,Wen-mei W. Hwu
93948,David I. August,Arun Raman
93949,David I. August,Hanjun Kim
93950,David I. August,Jae W. Lee
93951,David I. August,Easwaran Raman
93952,David I. August,David A. Penry
93953,David I. August,Taewook Oh
93954,David I. August,Soumyadeep Ghosh
93955,David I. August,Feng Liu
93956,David I. August,Sharad Malik
93957,David I. August,David Walker
93958,David I. August,Olivier Temam
93959,David I. August,Shantanu Gupta
93960,David I. August,Vijay Pai
93961,David I. August,Margaret Martonosi
93962,David I. August,Kevin Skadron
93963,David I. August,Angelos D. Keromytis
93964,David I. August,Daniel Gracia Pérez
93965,David I. August,Sylvain Girbal
93966,David I. August,Dan Connors
93967,David I. August,Lester Mackey
93968,David I. August,Simone Campanoni
93969,David I. August,Mark D. Hill
93970,David I. August,Mojtaba Mehrara
93971,David I. August,Kim Hazelwood
93972,David I. August,Vasileios P. Kemerlis
93973,David I. August,Alexey Spiridonov
93974,David I. August,Renato Werneck
93975,David I. August,Loukas Georgiadis
93976,David I. August,Keshav Pingali
93977,David I. August,Junfeng Yang
93978,David I. August,Hsien-Hsin Sean Lee
93979,David I. August,Dean Tullsen
93980,David I. August,David Brooks
93981,David I. August,Steven Swanson
93982,David I. August,David R. Kaeli
93983,David I. August,Paolo Faraboschi
93984,David I. August,Matthew Frank
93985,David I. August,Timothy M. Jones
93986,David I. August,Alicia Kim
93987,David I. August,Mary Hall
93988,David I. August,Michael Taylor
93989,David I. August,Saturnino Garcia
93990,Sreekumar Vellalath,G. Vijay Nair
93994,Sreekumar Vellalath,Benjamin List
93998,Sreekumar Vellalath,Daniel Romo
94002,Petra Thiemann,Christina Felfe
94005,Petra Thiemann,Michael Lechner
94008,Petra Thiemann,Jonathan Schulz
94011,Petra Thiemann,Christian Thöni
94014,Petra Thiemann,Uwe Sunde
94017,Petra Thiemann,Stefan Staubli
94020,Petra Thiemann,Gema Zamarro
94023,Petra Thiemann,Bryan S Graham
94026,Petra Thiemann,Eva Deuchert
94029,Dr. Paul Scholte,Mark Moritz
94032,Dr. Paul Scholte,Herbert Prins
94035,Dragan Ahmetovic,Sergio Mascetti
94039,Dragan Ahmetovic,Chieko Asakawa
94043,Dragan Ahmetovic,Kris Kitani
94047,Dragan Ahmetovic,João Guerreiro
94051,Dragan Ahmetovic,Hironobu Takagi
94055,Dragan Ahmetovic,Andrea Gerino
94059,Dragan Ahmetovic,Daisuke Sato
94063,Dragan Ahmetovic,Cole Gleason
94067,Dragan Ahmetovic,Uran Oh
94071,Dragan Ahmetovic,Nadir Murru
94075,Dragan Ahmetovic,Eshed Ohn-Bar
94079,Dragan Ahmetovic,Luca Andrea Ludovico
94083,Dragan Ahmetovic,Giorgio Presti
94087,Dragan Ahmetovic,Federico Avanzini
94091,Dragan Ahmetovic,Adriano Baratè
94095,Dragan Ahmetovic,Jeffrey P. Bigham
94099,Dragan Ahmetovic,Hernisa Kacorri
94103,Dragan Ahmetovic,Masayuki Murata
94107,Dragan Ahmetovic,James Coughlan
94111,Dragan Ahmetovic,Roberto Manduchi
94115,Dragan Ahmetovic,Alessandro Rizzi
94119,Dragan Ahmetovic,Gabriele Galimberti
94123,Dragan Ahmetovic,Saiph Savage
94127,Dragan Ahmetovic,Carlos Toxtli
94131,Dragan Ahmetovic,Valeria Alampi
94135,Dragan Ahmetovic,Erin Brady
94139,Dragan Ahmetovic,Lorenzo Picinali
94143,Dragan Ahmetovic,Tatsuya Ishihara
94147,Dragan Ahmetovic,Nicolò Alabastro
94151,Dragan Ahmetovic,Adriano Sofia
94155,Dragan Ahmetovic,Laszlo A. Jeni
94159,Dragan Ahmetovic,Mohit Sharma
94163,Dragan Ahmetovic,alessandro mazzei
94167,Dragan Ahmetovic,Edward (Ed) Cutrell
94171,Dragan Ahmetovic,Volker Sorge
94175,Dragan Ahmetovic,Nahyun Kwon
94179,Dragan Ahmetovic,Flora Peyvandi
94183,Dragan Ahmetovic,Roberta Gualtierotti, MD, PhD
94187,Dragan Ahmetovic,Massimo Borsero
94191,Dragan Ahmetovic,Kristian Keller
94195,Dragan Ahmetovic,Paul Ruvolo
94199,Dragan Ahmetovic,Ahmed Abdeljawad
94203,Dragan Ahmetovic,Victoria Yaneva
94207,Dragan Ahmetovic,Claudio Bettini
94211,Dragan Ahmetovic,Paolo Dubini
94215,Dragan Ahmetovic,Gerard OReilly
94219,Dragan Ahmetovic,Alberto Gotti
94223,Philip Ross Lutton Parker,Arnold Kriegstein
94224,Philip Ross Lutton Parker,Anatol Kreitzer
94225,Philip Ross Lutton Parker,Lex Kravitz
94226,Philip Ross Lutton Parker,Kenneth Kay
94227,Philip Ross Lutton Parker,Karl Deisseroth
94228,Philip Ross Lutton Parker,Cristopher Niell
94229,Philip Ross Lutton Parker,Jan H Lui
94230,Philip Ross Lutton Parker,David Hansen
94231,Philip Ross Lutton Parker,Alvarez-Buylla
94232,Philip Ross Lutton Parker,Matthew Smear
94233,Philip Ross Lutton Parker,Krystof Bankiewicz
94234,Philip Ross Lutton Parker,Veronica Martinez-Cerdeño
94235,Philip Ross Lutton Parker,Susan K. McConnell
94236,Philip Ross Lutton Parker,Miguel Turrero Garcia
94237,Philip Ross Lutton Parker,Scott J Cruikshank
94238,Philip Ross Lutton Parker,Barry W. Connors
94239,Philip Ross Lutton Parker,Elliott TT Abe
94240,Philip Ross Lutton Parker,Dylan Martins
94241,Philip Ross Lutton Parker,cq doe
94242,Philip Ross Lutton Parker,David Graham Wyrick
94243,Philip Ross Lutton Parker,Luca Mazzucato
94244,Philip Ross Lutton Parker,Jacob L Yates
94245,Robert Ghrist,Subhrajit Bhattacharya
94250,Robert Ghrist,yuliy baryshnikov
94255,Robert Ghrist,Vijay Kumar
94260,Robert Ghrist,Steven M. LaValle
94265,Robert Ghrist,Robert Vandervorst
94270,Robert Ghrist,Philip Holmes
94275,Robert Ghrist,Eric Klavins
94280,Robert Ghrist,Danielle (Dani) S. Bassett
94285,Robert Ghrist,Chad Giusti
94290,Robert Ghrist,Daniel Koditschek
94295,Robert Ghrist,Anna Yershova
94300,Robert Ghrist,Michael Robinson
94305,Robert Ghrist,Aaron Abrams
94310,Robert Ghrist,Jakob Hansen
94315,Robert Ghrist,Erin Chambers
94320,Robert Ghrist,Jeff Erickson
94325,Robert Ghrist,Hans Riess
94330,Robert Ghrist,Justin Curry
94335,Robert Ghrist,Alberto Speranzon
94340,Robert Ghrist,Jason OKane
94345,Robert Ghrist,Hiraoka Yasuaki
94350,Robert Ghrist,Gregory Henselman-Petrusek
94355,Robert Ghrist,Ann Sizemore Blevins
94360,Robert Ghrist,Jennifer E. Phillips-Cremins (Jennifer E. Phillips)
94365,Robert Ghrist,Jason Derenick
94370,Robert Ghrist,Mateusz Juda
94375,Robert Ghrist,Paweł Dłotko
94380,Robert Ghrist,Marian Mrozek
94385,Robert Ghrist,Rafał Komendarczyk
94390,Robert Ghrist,Vidit Nanda
94395,Robert Ghrist,Matthew L Wright
94400,Robert Ghrist,Huy Mai
94405,Robert Ghrist,Sameera Poduri
94410,Robert Ghrist,Gaurav Sukhatme
94415,Robert Ghrist,Darrick Lee
94420,Robert Ghrist,George J. Pappas
94425,Robert Ghrist,Yiannis Kantaros
94430,Robert Ghrist,Alejandro Ribeiro
94435,Robert Ghrist,Alejandro Parada-Mayorga
94440,Robert Ghrist,Sarah Costrell
94445,Robert Ghrist,Paige Randall North
94450,Robert Ghrist,Dan Guralnik
94455,Robert Ghrist,Rachel Levanger
94460,Yunchao Li,M P Paranthaman
94463,Yunchao Li,Amit K Naskar
94466,Yunchao Li,Sheng Dai
94469,Yunchao Li,Xiao-Guang Sun
94472,Yunchao Li,Juchuan (JC) Li
94475,Yunchao Li,Yang-Tse Cheng
94478,Yunchao Li,Arumugam Manthiram
94481,Yunchao Li,Yanfeng Yue
94484,Yunchao Li,Yury Gogotsi
94487,Yunchao Li,Chengdu Liang
94490,Nick DAngelo Ungson,Dominic Packer
94491,Nick DAngelo Ungson,Jessecae Marsh
94492,Nick DAngelo Ungson,Michael Gill
94493,Andreas P. Gondikas,Thilo Hofmann
94497,Andreas P. Gondikas,Heileen Hsu-Kim
94501,Andreas P. Gondikas,Stephan Wagner
94505,Andreas P. Gondikas,Antonia Praetorius
94509,Andreas P. Gondikas,Geert Cornelis
94513,Andreas P. Gondikas,Audrey Bone
94517,Andreas P. Gondikas,Jason M. Unrine
94521,Andreas P. Gondikas,Benjamin P. Colman
94525,Andreas P. Gondikas,Cole W. Matson
94529,Andreas P. Gondikas,Joel Meyer
94533,Andreas P. Gondikas,Xinyu Yang
94537,Andreas P. Gondikas,Robert Bruce Reed, PhD
94541,Andreas P. Gondikas,J Ranville
94545,Andreas P. Gondikas,Denise Mitrano
94549,Andreas P. Gondikas,Bernd Nowack
94553,Andreas P. Gondikas,Brian Reinsch
94557,Andreas P. Gondikas,Gregory V. Lowry
94561,Andreas P. Gondikas,Eli Goldberg
94565,Andreas P. Gondikas,Baalousha Mohammed
94569,Andreas P. Gondikas,Milica Velimirovic
94573,Andreas P. Gondikas,Boris Lau
94577,Andreas P. Gondikas,Vesna Micic Batka
94581,Andreas P. Gondikas,Martin Tanner
94585,Hongyan Ma,Li Zongjin
94590,Hongyan Ma,Dongshuai Hou
94595,Hongyan Ma,Biwan XU
94600,Hongyan Ma,Aditya Kumar
94605,Hongyan Ma,Wenyu Liao
94610,Hongyan Ma,Chuanlin Hu
94615,Hongyan Ma,ZHANG Jinrui
94620,Hongyan Ma,Monday U. Okoronkwo
94625,Hongyan Ma,Genda Chen
94630,Hongyan Ma,Barbara Lothenbach
94635,Hongyan Ma,Kamal H. Khayat
94640,Hongyan Ma,Rezwana Binte Hafiz
94645,Hongyan Ma,Asad Hanif, PhD, P.E
94650,Hongyan Ma,Guoxing Sun
94655,Hongyan Ma,Joel G. Burken
94660,Hongyan Ma,Yang Wang
94665,Hongyan Ma,David Westenberg
94670,Hongyan Ma,Lu-Zeyu
94675,Hongyan Ma,Maryam Khanjani
94680,Marco Lancini,Jason (Iasonas) Polakis
94681,Marco Lancini,Federico Maggi
94682,Marco Lancini,Georgios Kontaxis
94683,Marco Lancini,Sotiris Ioannidis
94684,Marco Lancini,Stefano Zanero
94685,Marco Lancini,Angelos D. Keromytis
94686,Marco Scavino,Raul Tempone
94689,Marco Scavino,Zaid Sawlan
94692,Marco Scavino,Suojin Wang
94695,Marco Scavino,Quan Long
94698,Marco Scavino,babuska i
94701,Marco Scavino,Barna Szabo
94704,Marco Scavino,Enrique M. Cabaña
94707,Marco Scavino,Alejandra Cabaña
94710,Marco Scavino,Enzo Orsingher
94713,Sergio Marchant,Pilar A. Haye
94715,Sergio Marchant,Amy Moran
94717,Sergio Marchant,Peter Marko
94719,Sergio Marchant,Sam Crickenberger
94721,Sergio Marchant,Agudelo, P
94723,Alexander Westkamp,Scott Duke Kominers
94727,Alexander Westkamp,John William Hatfield
94731,Alexander Westkamp,Michael Ostrovsky
94735,Alexander Westkamp,Dorothea Kübler
94739,Alexander Westkamp,Sebastian T. Braun
94743,Alexander Westkamp,Nadja Dwenger
94747,Alexander Westkamp,Vikram Manjunath
94751,Jan Jirsák,Ivo Nezbeda
94752,Jan Jirsák,Filip Moučka
94753,Jan Jirsák,William R. Smith
94754,Jan Jirsák,Andrij Trokhymchuk
94755,Logan Pallin,Ari Seth Friedlaender
94759,Logan Pallin,Debbie Steel
94763,Logan Pallin,C Scott Baker
94767,Logan Pallin,David W. Johnston
94771,Logan Pallin,Nicholas Kellar
94775,Logan Pallin,Doug Nowacek
94779,Logan Pallin,Andrew J. Read
94783,Logan Pallin,Rochelle Constantine
94787,Logan Pallin,Leena Riekkola
94791,Laurent Gosse,Debora Amadori
94793,Laurent Gosse,Giuseppe Toscani
94795,Laurent Gosse,goatin paola
94797,Laurent Gosse,Rémi Carles
94799,Barbara Barbosa Neves,Ron Baecker, Ronald Baecker
94804,Barbara Barbosa Neves,Jenny Waycott
94809,Barbara Barbosa Neves,Frank Vetere
94814,Barbara Barbosa Neves,Cosmin Munteanu
94819,Barbara Barbosa Neves,Renata Kokanovic
94824,Barbara Barbosa Neves,Nicholas Hookway
94829,Barbara Barbosa Neves,Adrian Franklin
94834,Barbara Barbosa Neves,Roger Patulny
94839,Barbara Barbosa Neves,Analia Torres
94844,Changhyun Choi,Henrik Iskov Christensen
94846,Changhyun Choi,Daniela Rus
94848,Changhyun Choi,Yang Yang
94850,Changhyun Choi,Yuichi Taguchi
94852,Changhyun Choi,Srikumar Ramalingam
94854,Changhyun Choi,Oncel Tuzel
94856,Changhyun Choi,Ming-Yu Liu
94858,Changhyun Choi,Mehmet R. Dogar
94860,Changhyun Choi,Joseph DelPreto
94862,Changhyun Choi,Andrew Spielberg
94864,Changhyun Choi,Alexander J. B. Trevor
94866,Changhyun Choi,Sukhan Lee
94868,Changhyun Choi,Wilko Schwarting
94870,Changhyun Choi,Jeffrey Lipton
94872,Changhyun Choi,Hye Yeon Nam
94874,Changhyun Choi,Guy Rosman
94876,Changhyun Choi,John W. Fisher III
94878,Changhyun Choi,Ross A. Knepper
94880,Adam Everspaugh,Thomas Ristenpart
94882,Adam Everspaugh,Sam Scott
94884,Adam Everspaugh,Matt Fredrikson
94886,Adam Everspaugh,Matthew Green
94888,Adam Everspaugh,Hovav Shacham
94890,Adam Everspaugh,Tanja Lange
94892,Adam Everspaugh,Stephen Checkoway
94894,Adam Everspaugh,Rahul Chatterjee
94896,Adam Everspaugh,Ari Juels
94898,Adam Everspaugh,Kenny Paterson
94900,Adam Everspaugh,Michael Swift
94902,Adam Everspaugh,Yan Zhai
94904,Saeeda Khanum 0000-0002-4335-1623,Elizabeth Spelke
94907,Saeeda Khanum 0000-0002-4335-1623,Daniel C. Hyde
94910,Saeeda Khanum 0000-0002-4335-1623,Rubina Hanif
94913,Saeeda Khanum 0000-0002-4335-1623,Ilaria Berteletti
94916,Z. Carter Berry,Heidi Asbjornsen
94920,Z. Carter Berry,William K Smith
94924,Z. Carter Berry,Daniel M Johnson
94928,Z. Carter Berry,Gregory R. Goldsmith
94932,Z. Carter Berry,Robert H. Manson
94936,Z. Carter Berry,Nathan C Emery
94940,Z. Carter Berry,Lyssette Muñoz Villers
94944,Z. Carter Berry,Alex Mayer
94948,Z. Carter Berry,Friso Holwerda
94952,Z. Carter Berry,Sybil G. Gotsch
94956,Z. Carter Berry,jean-christophe domec
94960,Z. Carter Berry,Katherine McCulloh
94964,Z. Carter Berry,Nate Looker
94968,Z. Carter Berry,Joseph C. White
94972,Z. Carter Berry,Timothy J Curran
94976,Z. Carter Berry,Juan José Von Thaden Ugalde
94980,Z. Carter Berry,Kelly (Wendland) Jones
94984,Z. Carter Berry,Jeffrey J. McDonnell
94988,Z. Carter Berry,María Poca
94992,Z. Carter Berry,Mario Bretfeld
94996,Z. Carter Berry,Luitgard Schwendenmann
95000,Z. Carter Berry,Nicole Hughes
95004,Z. Carter Berry,Keith Reinhardt
95008,Z. Carter Berry,Justin Dohn
95012,Steve Yadlowsky,Sanjay Basu, MD, PhD
95015,Steve Yadlowsky,Lu Tian
95018,Steve Yadlowsky,Hongseok Namkoong
95021,Steve Yadlowsky,John Duchi
95024,Steve Yadlowsky,Nigam Shah
95027,Thomas Thüm,Gunter Saake
95032,Thomas Thüm,Ina Schaefer
95037,Thomas Thüm,Christian Kästner
95042,Thomas Thüm,Sven Apel
95047,Thomas Thüm,Thomas Leich
